bbox,comparison,attribute,freq_nlp,freq_have_bboxes
right mid lung zone,worsened,anatomicalfinding|yes|vascular congestion,136,133
right mid lung zone,worsened,anatomicalfinding|yes|vascular redistribution,35,30
right mid lung zone,worsened,disease|yes|alveolar hemorrhage,108,107
right mid lung zone,worsened,disease|yes|aspiration,488,464
right mid lung zone,worsened,disease|yes|copd/emphysema,29,26
right mid lung zone,worsened,disease|yes|fluid overload/heart failure,47,45
right mid lung zone,worsened,disease|yes|granulomatous disease,1,1
right mid lung zone,worsened,disease|yes|interstitial lung disease,19,18
right mid lung zone,worsened,disease|yes|lung cancer,53,52
right mid lung zone,worsened,disease|yes|pneumonia,1893,1799
right mid lung zone,worsened,nlp|yes|abnormal,5699,5419
right mid lung zone,worsened,nlp|yes|normal,39,37
right mid lung zone,worsened,technicalassessment|yes|artifact,6,6
right mid lung zone,worsened,technicalassessment|yes|low lung volumes,59,57
right upper lung zone,improved,anatomicalfinding|yes|airspace opacity,75,75
right upper lung zone,improved,anatomicalfinding|yes|atelectasis,158,155
right upper lung zone,improved,anatomicalfinding|yes|bronchiectasis,9,9
right upper lung zone,improved,anatomicalfinding|yes|consolidation,137,137
right upper lung zone,improved,anatomicalfinding|yes|cyst/bullae,4,4
right upper lung zone,improved,anatomicalfinding|yes|hydropneumothorax,1,1
right upper lung zone,improved,anatomicalfinding|yes|hyperaeration,7,7
right upper lung zone,improved,anatomicalfinding|yes|infiltration,18,18
right upper lung zone,improved,anatomicalfinding|yes|linear/patchy atelectasis,12,12
right upper lung zone,improved,anatomicalfinding|yes|lobar/segmental collapse,59,56
right upper lung zone,improved,anatomicalfinding|yes|lung lesion,46,45
right upper lung zone,improved,anatomicalfinding|yes|lung opacity,1012,1009
right upper lung zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),29,28
right upper lung zone,improved,anatomicalfinding|yes|multiple masses/nodules,13,13
right upper lung zone,improved,anatomicalfinding|yes|pleural effusion,71,71
right upper lung zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,28,28
right upper lung zone,improved,anatomicalfinding|yes|pneumothorax,9,9
right upper lung zone,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,184,184
right upper lung zone,improved,anatomicalfinding|yes|vascular congestion,84,84
right upper lung zone,improved,anatomicalfinding|yes|vascular redistribution,152,152
right upper lung zone,improved,disease|yes|alveolar hemorrhage,19,19
right upper lung zone,improved,disease|yes|aspiration,24,24
right upper lung zone,improved,disease|yes|copd/emphysema,18,18
right upper lung zone,improved,disease|yes|fluid overload/heart failure,31,31
right upper lung zone,improved,disease|yes|granulomatous disease,2,2
right upper lung zone,improved,disease|yes|interstitial lung disease,4,4
right upper lung zone,improved,disease|yes|lung cancer,3,3
right upper lung zone,improved,disease|yes|pneumonia,124,124
right upper lung zone,improved,nlp|yes|abnormal,1106,1103
right upper lung zone,improved,nlp|yes|normal,89,89
right upper lung zone,improved,technicalassessment|yes|low lung volumes,4,4
right upper lung zone,improved;;no change,anatomicalfinding|yes|airspace opacity,17,17
right upper lung zone,improved;;no change,anatomicalfinding|yes|atelectasis,38,38
right upper lung zone,improved;;no change,anatomicalfinding|yes|consolidation,38,38
right upper lung zone,improved;;no change,anatomicalfinding|yes|hydropneumothorax,2,2
right upper lung zone,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
right upper lung zone,improved;;no change,anatomicalfinding|yes|infiltration,6,6
right upper lung zone,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,1,1
right upper lung zone,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,13,13
right upper lung zone,improved;;no change,anatomicalfinding|yes|lung lesion,6,6
right upper lung zone,improved;;no change,anatomicalfinding|yes|lung opacity,167,167
right upper lung zone,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),4,4
right upper lung zone,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,1,1
right upper lung zone,improved;;no change,anatomicalfinding|yes|pleural effusion,23,23
right upper lung zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,3,3
right upper lung zone,improved;;no change,anatomicalfinding|yes|pneumothorax,6,6
right upper lung zone,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,23,23
right upper lung zone,improved;;no change,anatomicalfinding|yes|vascular congestion,11,11
right upper lung zone,improved;;no change,anatomicalfinding|yes|vascular redistribution,13,13
right upper lung zone,improved;;no change,disease|yes|alveolar hemorrhage,3,3
right upper lung zone,improved;;no change,disease|yes|aspiration,2,2
right upper lung zone,improved;;no change,disease|yes|copd/emphysema,3,3
right upper lung zone,improved;;no change,disease|yes|fluid overload/heart failure,4,4
right upper lung zone,improved;;no change,disease|yes|pneumonia,23,23
right upper lung zone,improved;;no change,nlp|yes|abnormal,172,172
right upper lung zone,improved;;no change,nlp|yes|normal,6,6
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,1,1
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,2,2
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,4,4
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,1,1
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,1,1
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,12,12
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),1,1
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,3,3
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,1,1
right upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular redistribution,1,1
right upper lung zone,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
right upper lung zone,improved;;no change;;worsened,disease|yes|aspiration,1,1
right upper lung zone,improved;;no change;;worsened,disease|yes|fluid overload/heart failure,1,1
right upper lung zone,improved;;no change;;worsened,disease|yes|pneumonia,3,3
right upper lung zone,improved;;no change;;worsened,nlp|yes|abnormal,12,12
right upper lung zone,improved;;worsened,anatomicalfinding|yes|airspace opacity,12,12
right upper lung zone,improved;;worsened,anatomicalfinding|yes|atelectasis,31,31
right upper lung zone,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right upper lung zone,improved;;worsened,anatomicalfinding|yes|consolidation,48,48
right upper lung zone,improved;;worsened,anatomicalfinding|yes|hyperaeration,1,1
right upper lung zone,improved;;worsened,anatomicalfinding|yes|infiltration,12,12
right upper lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,3,3
right upper lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,6,6
right upper lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,2,2
right upper lung zone,improved;;worsened,anatomicalfinding|yes|lung opacity,183,183
right upper lung zone,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),1,1
right upper lung zone,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,1,1
right upper lung zone,improved;;worsened,anatomicalfinding|yes|pleural effusion,27,27
right upper lung zone,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,47,47
right upper lung zone,improved;;worsened,anatomicalfinding|yes|vascular congestion,14,14
right upper lung zone,improved;;worsened,anatomicalfinding|yes|vascular redistribution,13,13
right upper lung zone,improved;;worsened,disease|yes|alveolar hemorrhage,1,1
right upper lung zone,improved;;worsened,disease|yes|aspiration,15,15
right upper lung zone,improved;;worsened,disease|yes|copd/emphysema,1,1
right upper lung zone,improved;;worsened,disease|yes|interstitial lung disease,1,1
right upper lung zone,improved;;worsened,disease|yes|pneumonia,25,25
right upper lung zone,improved;;worsened,nlp|yes|abnormal,188,188
right upper lung zone,improved;;worsened,nlp|yes|normal,5,5
right upper lung zone,no change,anatomicalfinding|yes|airspace opacity,150,150
right upper lung zone,no change,anatomicalfinding|yes|atelectasis,470,470
right upper lung zone,no change,anatomicalfinding|yes|bronchiectasis,47,47
right upper lung zone,no change,anatomicalfinding|yes|calcified nodule,134,133
right upper lung zone,no change,anatomicalfinding|yes|consolidation,354,354
right upper lung zone,no change,anatomicalfinding|yes|cyst/bullae,23,23
right upper lung zone,no change,anatomicalfinding|yes|hydropneumothorax,13,13
right upper lung zone,no change,anatomicalfinding|yes|hyperaeration,85,85
right upper lung zone,no change,anatomicalfinding|yes|increased reticular markings/ild pattern,20,20
right upper lung zone,no change,anatomicalfinding|yes|infiltration,37,37
right upper lung zone,no change,anatomicalfinding|yes|linear/patchy atelectasis,71,71
right upper lung zone,no change,anatomicalfinding|yes|lobar/segmental collapse,228,228
right upper lung zone,no change,anatomicalfinding|yes|lung lesion,638,635
right upper lung zone,no change,anatomicalfinding|yes|lung opacity,2724,2720
right upper lung zone,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),387,387
right upper lung zone,no change,anatomicalfinding|yes|multiple masses/nodules,143,141
right upper lung zone,no change,anatomicalfinding|yes|pleural effusion,180,179
right upper lung zone,no change,anatomicalfinding|yes|pleural/parenchymal scarring,400,400
right upper lung zone,no change,anatomicalfinding|yes|pneumothorax,45,45
right upper lung zone,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,230,230
right upper lung zone,no change,anatomicalfinding|yes|vascular congestion,194,194
right upper lung zone,no change,anatomicalfinding|yes|vascular redistribution,447,447
right upper lung zone,no change,disease|yes|alveolar hemorrhage,23,23
right upper lung zone,no change,disease|yes|aspiration,31,31
right upper lung zone,no change,disease|yes|copd/emphysema,194,194
right upper lung zone,no change,disease|yes|fluid overload/heart failure,71,71
right upper lung zone,no change,disease|yes|granulomatous disease,141,140
right upper lung zone,no change,disease|yes|interstitial lung disease,82,82
right upper lung zone,no change,disease|yes|lung cancer,80,80
right upper lung zone,no change,disease|yes|pneumonia,273,273
right upper lung zone,no change,nlp|yes|abnormal,3157,3153
right upper lung zone,no change,nlp|yes|normal,127,127
right upper lung zone,no change,technicalassessment|yes|low lung volumes,21,21
right upper lung zone,no change;;worsened,anatomicalfinding|yes|airspace opacity,11,11
right upper lung zone,no change;;worsened,anatomicalfinding|yes|atelectasis,18,18
right upper lung zone,no change;;worsened,anatomicalfinding|yes|consolidation,36,36
right upper lung zone,no change;;worsened,anatomicalfinding|yes|infiltration,4,4
right upper lung zone,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,2,2
right upper lung zone,no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,4,4
right upper lung zone,no change;;worsened,anatomicalfinding|yes|lung lesion,9,9
right upper lung zone,no change;;worsened,anatomicalfinding|yes|lung opacity,108,108
right upper lung zone,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),4,4
right upper lung zone,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,4,4
right upper lung zone,no change;;worsened,anatomicalfinding|yes|pleural effusion,9,9
right upper lung zone,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,5,5
right upper lung zone,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,28,28
right upper lung zone,no change;;worsened,anatomicalfinding|yes|vascular congestion,12,12
right upper lung zone,no change;;worsened,anatomicalfinding|yes|vascular redistribution,9,9
right upper lung zone,no change;;worsened,disease|yes|aspiration,6,6
right upper lung zone,no change;;worsened,disease|yes|fluid overload/heart failure,3,3
right upper lung zone,no change;;worsened,disease|yes|interstitial lung disease,3,3
right upper lung zone,no change;;worsened,disease|yes|lung cancer,1,1
right upper lung zone,no change;;worsened,disease|yes|pneumonia,16,16
right upper lung zone,no change;;worsened,nlp|yes|abnormal,112,112
right upper lung zone,no change;;worsened,technicalassessment|yes|low lung volumes,2,2
right upper lung zone,worsened,anatomicalfinding|yes|airspace opacity,152,152
right upper lung zone,worsened,anatomicalfinding|yes|atelectasis,316,315
right upper lung zone,worsened,anatomicalfinding|yes|bronchiectasis,9,9
right upper lung zone,worsened,anatomicalfinding|yes|calcified nodule,1,1
right upper lung zone,worsened,anatomicalfinding|yes|consolidation,390,390
right upper lung zone,worsened,anatomicalfinding|yes|cyst/bullae,1,1
right upper lung zone,worsened,anatomicalfinding|yes|hydropneumothorax,1,1
right upper lung zone,worsened,anatomicalfinding|yes|hyperaeration,15,15
right upper lung zone,worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,4,4
right upper lung zone,worsened,anatomicalfinding|yes|infiltration,57,57
right upper lung zone,worsened,anatomicalfinding|yes|linear/patchy atelectasis,25,25
right upper lung zone,worsened,anatomicalfinding|yes|lobar/segmental collapse,127,127
right upper lung zone,worsened,anatomicalfinding|yes|lung lesion,94,94
right upper lung zone,worsened,anatomicalfinding|yes|lung opacity,1913,1910
right upper lung zone,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),57,57
right upper lung zone,worsened,anatomicalfinding|yes|multiple masses/nodules,32,32
right upper lung zone,worsened,anatomicalfinding|yes|pleural effusion,143,143
right upper lung zone,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,37,37
right upper lung zone,worsened,anatomicalfinding|yes|pneumothorax,15,15
right upper lung zone,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,314,314
